36.69546151999999,9.534482758500001,13.52,19.981034485,6.532758621,5.624611487499999,78.84482758499999
58.926666665,12.766666665,13.80833333,19.92586207,7.5103448275,4.858326355999999,80
91.771666665,16.816666665,13.981666665,19.680574715,8.496954023000001,3.9562842575,81.56724138
109.19666665,19.95,14.118333335,19.40126437,9.1107471265,3.481703042,81.99827586000001
83.17666665,19.383333335,14.045,19.022413795,8.889655172499999,3.68008546,80.43103447999999
52.443333335,17.8,13.73833333,18.56948276,8.3722413795,4.096450708,78.23275862
45.438333335,17.05,13.541666665,18.51086207,8.003275861999999,4.343502238,77.37068965500001
54.513333335,16.06666667,13.53,18.857528735,7.658275862,4.236270575000001,78.00402299000001
87.76833333499999,17.1,13.521666665,19.14333333,7.735,3.946163048,80.65000000000001
102.243333335,17.73333333,13.555,19.27,8.141666666500001,4.02574023,82.95
75.73833333499999,14.7,13.485,19.50488506,7.558045976999999,4.657470459500001,82.166091955
